# z mu sigma
0.576068 17.683819 0.104967
0.576185 17.636845 0.104969
0.576195 17.809579 0.104969
0.576210 17.723679 0.104969
0.576418 17.886482 0.104973
0.576470 17.499904 0.104974
0.576478 17.634847 0.104974
0.576603 17.736504 0.104976
0.576654 17.706685 0.104977
0.576665 17.760235 0.104977
0.576687 17.664029 0.104977
0.576705 17.741622 0.104977
0.576739 17.770839 0.104978
0.576850 17.692008 0.104980
0.576878 17.651400 0.104980
0.576899 17.794438 0.104981
0.576941 17.855346 0.104981
0.577163 17.856369 0.104985
0.577278 17.861718 0.104987
0.577512 17.720842 0.104991
0.577606 17.769463 0.104992
0.577659 17.823469 0.104993
0.577686 17.629639 0.104994
0.577696 17.639937 0.104994
0.577735 17.662861 0.104994
0.577752 17.692902 0.104995
0.577770 17.891281 0.104995
0.577852 17.806557 0.104996
0.577874 17.755263 0.104997
0.577902 17.682219 0.104997
0.577905 17.604060 0.104997
0.577944 17.748357 0.104998
0.578071 17.738099 0.105000
0.578414 17.719442 0.105005
0.578481 17.642283 0.105007
0.578501 17.730357 0.105007
0.578600 17.768345 0.105009
0.578618 17.801518 0.105009
0.578639 17.595563 0.105009
0.578726 17.798757 0.105011
0.578735 17.650406 0.105011
0.578759 17.767002 0.105011
0.578814 17.825100 0.105012
0.578841 17.699764 0.105012
0.578880 17.749042 0.105013
0.578944 17.566272 0.105014
0.579178 17.796315 0.105018
0.579351 17.759177 0.105021
0.579371 17.775693 0.105021
0.579399 17.684602 0.105022
0.579652 17.733174 0.105026
0.579691 17.771792 0.105026
0.579711 17.732547 0.105027
0.579793 17.782722 0.105028
0.579905 17.664188 0.105030
0.579939 17.885072 0.105031
0.580116 17.855477 0.105033
0.580161 17.619549 0.105034
0.580191 17.799239 0.105035
0.580344 17.608378 0.105037
0.580377 17.714041 0.105038
0.580567 17.691676 0.105041
0.580570 17.671758 0.105041
0.580588 17.831431 0.105041
0.580604 17.984450 0.105042
0.580654 17.558359 0.105042
0.580654 17.828301 0.105042
0.580933 17.736463 0.105047
0.580951 17.729987 0.105047
0.581147 17.685338 0.105050
0.581267 17.756642 0.105052
0.581381 17.713476 0.105054
0.581521 17.788883 0.105057
0.581539 17.809671 0.105057
0.581651 17.737699 0.105059
0.581774 17.946452 0.105061
0.581840 17.770841 0.105062
0.581994 17.915839 0.105064
0.582026 17.891044 0.105065
0.582049 17.836678 0.105065
0.582070 17.606554 0.105066
0.582080 17.766296 0.105066
0.582102 17.775057 0.105066
0.582133 17.683733 0.105067
0.582287 17.554784 0.105069
0.582509 17.752619 0.105073
0.582642 17.762733 0.105075
0.582829 17.725779 0.105078
0.582937 17.778188 0.105080
0.583030 17.789708 0.105082
0.583044 17.794775 0.105082
0.583159 17.826646 0.105084
0.583186 17.675924 0.105084
0.583428 18.009121 0.105088
0.583471 17.638416 0.105089
0.583484 17.567474 0.105089
0.583850 17.776361 0.105095
0.583898 17.532771 0.105096
0.583928 17.719766 0.105096
0.584178 17.731621 0.105101
0.584272 17.736204 0.105102
0.584297 17.773355 0.105103
0.584323 17.654343 0.105103
0.584381 17.623871 0.105104
0.584389 17.817075 0.105104
0.584395 17.900791 0.105104
0.584532 17.544255 0.105106
0.584572 17.602333 0.105107
0.584737 17.788232 0.105110
0.584746 17.901323 0.105110
0.584827 17.700699 0.105111
0.584870 17.736320 0.105112
0.584873 17.674037 0.105112
0.584873 17.782715 0.105112
0.585006 17.586871 0.105114
0.585096 17.784576 0.105116
0.585110 17.774965 0.105116
0.585172 17.728329 0.105117
0.585457 17.917478 0.105122
0.585787 17.803157 0.105127
0.585906 17.891910 0.105129
0.585943 17.785854 0.105130
0.585997 17.820879 0.105131
0.586177 17.634868 0.105134
0.586207 17.752484 0.105134
0.586236 17.637019 0.105135
0.586330 17.838293 0.105136
0.586342 17.611945 0.105137
0.586415 17.709473 0.105138
0.586550 17.717841 0.105140
0.586572 17.808804 0.105140
0.586585 17.519465 0.105141
0.586618 17.662816 0.105141
0.586687 17.765507 0.105142
0.586835 17.810968 0.105145
0.586920 17.592934 0.105146
0.586984 17.816780 0.105147
0.587057 17.623004 0.105148
0.587116 17.809054 0.105149
0.587155 17.755195 0.105150
0.587329 17.728970 0.105153
0.587387 17.841198 0.105154
0.587682 17.719998 0.105159
0.587829 17.922466 0.105161
0.587905 17.733270 0.105163
0.587972 17.647711 0.105164
0.587993 17.780558 0.105164
0.588228 17.750196 0.105168
0.588397 17.739579 0.105171
0.588445 17.731710 0.105172
0.588604 17.789825 0.105174
0.588674 17.835049 0.105175
0.588756 17.800000 0.105177
0.588981 17.690265 0.105181
0.588983 17.856398 0.105181
0.588994 17.777596 0.105181
0.589006 17.810174 0.105181
0.589036 17.731746 0.105182
0.589043 17.717057 0.105182
0.589199 17.903621 0.105184
0.589250 17.914501 0.105185
0.589277 17.683943 0.105186
0.589332 17.801014 0.105186
0.589357 17.902808 0.105187
0.589421 17.864528 0.105188
0.589442 17.592551 0.105188
0.589504 17.874976 0.105189
0.589528 17.831342 0.105190
0.589706 17.723229 0.105193
0.589711 17.642052 0.105193
0.589913 17.709643 0.105196
0.590030 17.827818 0.105198
0.590046 17.873584 0.105198
0.590059 17.717918 0.105199
0.590068 17.876974 0.105199
0.590159 17.949472 0.105200
0.590297 17.700189 0.105203
0.590374 17.799881 0.105204
0.590410 17.912957 0.105205
0.590434 17.845828 0.105205
0.590436 17.958350 0.105205
0.590666 17.834313 0.105209
0.590714 17.871465 0.105210
0.590771 17.878677 0.105211
0.590959 17.760982 0.105214
0.591027 17.820940 0.105215
0.591102 17.834251 0.105216
0.591104 17.647136 0.105216
0.591138 17.795675 0.105217
0.591352 17.858234 0.105220
0.591381 17.646299 0.105221
0.591674 17.847460 0.105226
0.591745 17.670865 0.105227
0.591750 17.895953 0.105227
0.591876 17.810714 0.105229
0.591900 17.661335 0.105230
0.591971 17.955147 0.105231
0.592063 17.695861 0.105232
0.592159 17.532323 0.105234
0.592340 17.773793 0.105237
0.592431 17.746233 0.105238
0.592475 17.723908 0.105239
0.592587 17.845770 0.105241
0.592618 17.800387 0.105242
0.592647 17.654891 0.105242
0.592768 17.666340 0.105244
0.592965 17.776781 0.105247
0.593015 17.821352 0.105248
0.593255 17.812620 0.105252
0.593270 18.016273 0.105253
0.593365 17.693773 0.105254
0.593553 17.881435 0.105257
0.593941 17.901679 0.105264
0.593985 17.832869 0.105265
0.594076 17.813459 0.105266
0.594119 17.779527 0.105267
0.594306 17.695023 0.105270
0.594345 17.898675 0.105271
0.594375 17.733065 0.105271
0.594446 17.684858 0.105272
0.594460 17.697970 0.105273
0.594607 17.909974 0.105275
0.594897 17.784844 0.105280
0.594962 17.914261 0.105281
0.595044 17.712929 0.105282
0.595082 17.785753 0.105283
0.595122 17.752659 0.105284
0.595340 17.918109 0.105287
0.595447 18.031579 0.105289
0.595532 17.729269 0.105291
0.595560 17.652356 0.105291
0.595617 17.816366 0.105292
0.595663 17.930775 0.105293
0.595820 17.779033 0.105296
0.595922 17.774569 0.105297
0.595937 17.756221 0.105298
0.595990 17.990256 0.105298
0.595998 17.791798 0.105299
0.596027 17.812682 0.105299
0.596068 17.914712 0.105300
0.596147 17.740686 0.105301
0.596172 17.848625 0.105302
0.596212 17.708984 0.105302
0.596248 17.832573 0.105303
0.596269 17.700750 0.105303
0.596298 17.692224 0.105304
0.596347 17.767271 0.105305
0.596384 17.944761 0.105305
0.596570 17.825231 0.105308
0.596678 17.709026 0.105310
0.596686 17.764091 0.105310
0.596795 17.865500 0.105312
0.597028 17.736753 0.105316
0.597153 17.851205 0.105318
0.597196 17.684867 0.105319
0.597328 17.855740 0.105321
0.597626 17.669888 0.105326
0.597638 17.795819 0.105326
0.597700 17.705589 0.105327
0.597958 17.752251 0.105332
0.598055 17.823723 0.105333
0.598078 17.987933 0.105334
0.598171 17.730540 0.105335
0.598235 17.793064 0.105336
0.598346 17.937759 0.105338
0.598361 17.819815 0.105339
0.598576 17.681908 0.105342
0.598577 17.892162 0.105342
0.598599 17.944420 0.105343
0.598663 17.741907 0.105344
0.598687 17.900485 0.105344
0.598772 17.621864 0.105346
0.598808 17.900804 0.105346
0.598844 17.761863 0.105347
0.598860 17.628074 0.105347
0.598885 17.892207 0.105348
0.598891 17.669339 0.105348
0.598913 17.956062 0.105348
0.598968 17.686759 0.105349
0.599056 17.693983 0.105350
0.599101 17.784560 0.105351
0.599241 17.685719 0.105354
0.599265 17.746413 0.105354
0.599389 17.995445 0.105356
0.599420 17.863845 0.105357
0.599602 17.754611 0.105360
0.599605 17.916625 0.105360
0.599712 17.740238 0.105362
0.599786 17.853412 0.105363
0.599788 17.743674 0.105363
0.599815 17.795775 0.105363
0.599818 17.562586 0.105363
0.600009 17.924681 0.105367
0.600071 17.888551 0.105368
0.600087 17.667372 0.105368
0.600305 17.721320 0.105372
0.600343 17.752059 0.105372
0.600606 17.796439 0.105377
0.600819 17.960362 0.105380
0.600956 17.877989 0.105383
0.600994 17.847867 0.105383
0.601073 17.750920 0.105385
0.601074 17.793076 0.105385
0.601083 17.794333 0.105385
0.601180 17.746980 0.105387
0.601231 17.866012 0.105387
0.601303 17.696052 0.105389
0.601334 17.455300 0.105389
0.601353 17.821756 0.105390
0.601451 17.897880 0.105391
0.601477 17.764707 0.105392
0.601545 17.824325 0.105393
0.601561 17.799448 0.105393
0.601589 17.805308 0.105394
0.601641 17.845886 0.105394
0.601715 17.706009 0.105396
0.601770 17.825133 0.105397
0.601892 17.911388 0.105399
0.601941 17.795162 0.105400
0.601990 17.840797 0.105400
0.602027 17.959989 0.105401
0.602084 18.019474 0.105402
0.602287 17.886675 0.105405
0.602459 17.852781 0.105408
0.602511 17.719772 0.105409
0.602537 17.838567 0.105410
0.602588 17.779060 0.105411
0.602873 17.676494 0.105416
0.602910 17.729858 0.105416
0.603007 17.847819 0.105418
0.603012 17.858766 0.105418
0.603031 17.947164 0.105418
0.603257 17.919000 0.105422
0.603458 17.799179 0.105426
0.603527 17.815203 0.105427
0.603560 17.708658 0.105427
0.603577 17.899544 0.105428
0.603584 17.838071 0.105428
0.603633 18.075909 0.105428
0.603909 17.830965 0.105433
0.603982 17.864398 0.105434
0.604046 17.752292 0.105436
0.604074 17.897269 0.105436
0.604127 17.827306 0.105437
0.604393 17.836049 0.105442
0.604477 17.724474 0.105443
0.604496 17.895499 0.105443
0.604509 17.772974 0.105443
0.604532 17.853837 0.105444
0.604564 17.888790 0.105444
0.604629 17.561050 0.105446
0.604655 17.863891 0.105446
0.604697 17.802618 0.105447
0.604705 17.677528 0.105447
0.604775 17.731710 0.105448
0.604878 17.867676 0.105450
0.605014 17.846358 0.105452
0.605051 17.960494 0.105453
0.605052 17.929316 0.105453
0.605100 17.855665 0.105454
0.605378 17.893361 0.105458
0.605378 17.882073 0.105458
0.605492 17.932019 0.105460
0.605563 17.884862 0.105462
0.605635 17.686125 0.105463
0.605822 17.772941 0.105466
0.605839 17.758422 0.105466
0.605930 17.818680 0.105468
0.605955 17.803234 0.105468
0.606081 17.898790 0.105470
0.606082 17.613165 0.105471
0.606147 17.906383 0.105472
0.606463 18.023425 0.105477
0.606807 17.805931 0.105483
0.606810 17.899984 0.105483
0.606940 17.941067 0.105485
0.606993 17.811851 0.105486
0.606997 17.993270 0.105486
0.607174 17.686607 0.105489
0.607242 17.830285 0.105490
0.607483 18.024784 0.105495
0.607533 17.825128 0.105495
0.607543 17.936562 0.105496
0.607627 17.786827 0.105497
0.607643 17.706944 0.105497
0.607765 17.747767 0.105499
0.607836 17.747049 0.105501
0.607884 17.696035 0.105502
0.607932 17.861257 0.105502
0.608006 18.100712 0.105504
0.608022 17.810494 0.105504
0.608069 17.587042 0.105505
0.608379 17.924334 0.105510
0.608441 17.848537 0.105511
0.608679 17.989354 0.105515
0.608748 17.919324 0.105516
0.608782 17.772744 0.105517
0.608951 17.981593 0.105520
0.609007 17.878607 0.105521
0.609069 17.969101 0.105522
0.609073 17.909477 0.105522
0.609103 17.845549 0.105523
0.609293 17.875264 0.105526
0.609337 17.970921 0.105527
0.609559 17.988411 0.105530
0.609560 17.703925 0.105530
0.609584 17.726955 0.105531
0.609606 17.915550 0.105531
0.609632 17.979883 0.105532
0.609834 17.749649 0.105535
0.609840 17.689292 0.105535
0.609846 17.945090 0.105535
0.610021 17.904559 0.105538
0.610025 18.010437 0.105538
0.610046 17.800021 0.105539
0.610059 17.792043 0.105539
0.610130 17.816113 0.105540
0.610200 17.786615 0.105541
0.610255 17.812866 0.105542
0.610418 17.834104 0.105545
0.610501 17.894000 0.105547
0.610746 17.710286 0.105551
0.610778 18.033666 0.105551
0.610874 17.780709 0.105553
0.611002 17.886414 0.105555
0.611109 17.924787 0.105557
0.611135 18.023572 0.105558
0.611269 18.054693 0.105560
0.611374 17.848528 0.105562
0.611505 17.842158 0.105564
0.611525 17.837776 0.105564
0.611568 17.888851 0.105565
0.611576 17.889671 0.105565
0.611582 17.906897 0.105565
0.611616 18.000658 0.105566
0.611703 17.720175 0.105568
0.611751 17.841383 0.105568
0.611811 18.022015 0.105569
0.611830 17.762551 0.105570
0.611837 17.902995 0.105570
0.611998 18.011488 0.105573
0.612045 17.792703 0.105573
0.612078 17.888868 0.105574
0.612093 17.777223 0.105574
0.612160 17.819436 0.105575
0.612211 17.972252 0.105576
0.612262 17.818953 0.105577
0.612483 17.932317 0.105581
0.612550 18.041721 0.105582
0.612584 17.987366 0.105583
0.612593 17.818514 0.105583
0.612637 17.937481 0.105584
0.612644 17.789242 0.105584
0.612674 18.086919 0.105584
0.612748 17.781189 0.105586
0.612776 17.739707 0.105586
0.613005 18.017427 0.105590
0.613046 17.956903 0.105591
0.613118 17.830503 0.105592
0.613135 17.864747 0.105592
0.613354 17.818936 0.105596
0.613384 17.821000 0.105597
0.613801 17.830219 0.105604
0.613889 17.771583 0.105605
0.613938 18.054399 0.105606
0.614024 17.752545 0.105608
0.614372 18.162373 0.105614
0.614389 17.843649 0.105614
0.614541 17.952687 0.105617
0.614827 17.854949 0.105622
0.614837 18.119720 0.105622
0.614919 17.959246 0.105623
0.614987 17.786416 0.105625
0.615070 17.985775 0.105626
0.615105 17.886875 0.105627
0.615165 17.967612 0.105628
0.615233 17.901569 0.105629
0.615237 17.894189 0.105629
0.615343 18.012756 0.105631
0.615502 17.866164 0.105634
0.615678 17.970541 0.105637
0.615711 17.882168 0.105637
0.615833 17.806935 0.105639
0.615852 18.023633 0.105640
0.616353 17.887247 0.105648
0.616410 18.021292 0.105649
0.616451 17.903179 0.105650
0.616540 17.813034 0.105652
0.616546 17.919804 0.105652
0.616616 17.862508 0.105653
0.616646 17.911333 0.105654
0.616920 17.908230 0.105658
0.617014 17.865029 0.105660
0.617051 17.949508 0.105661
0.617086 17.631284 0.105661
0.617093 17.646824 0.105661
0.617385 17.989844 0.105666
0.617486 17.869185 0.105668
0.617530 17.795076 0.105669
0.617537 17.999631 0.105669
0.617644 17.705245 0.105671
0.617777 17.966768 0.105673
0.617814 17.958780 0.105674
0.617830 17.860623 0.105674
0.617875 17.849873 0.105675
0.617884 17.944685 0.105675
0.618044 17.960026 0.105678
0.618266 18.018382 0.105682
0.618446 17.931166 0.105685
0.618446 17.758743 0.105685
0.618561 18.082329 0.105687
0.618642 17.943920 0.105688
0.618793 17.826879 0.105691
0.618865 17.928032 0.105692
0.618939 17.982492 0.105694
0.619043 17.723077 0.105695
0.619254 17.833792 0.105699
0.619499 17.868182 0.105703
0.619522 17.929234 0.105704
0.619534 17.968066 0.105704
0.619534 18.029816 0.105704
0.619570 17.967014 0.105705
0.619707 17.966057 0.105707
0.619712 17.853503 0.105707
0.619839 17.950950 0.105709
0.620077 17.979668 0.105714
0.620108 17.988792 0.105714
0.620139 17.878021 0.105715
0.620205 17.925712 0.105716
0.620249 17.839808 0.105717
0.620275 17.972268 0.105717
0.620293 17.645973 0.105717
0.620500 18.048953 0.105721
0.620710 17.798403 0.105725
0.620867 17.605010 0.105727
0.621030 18.026449 0.105730
0.621042 17.891647 0.105731
0.621096 17.922927 0.105731
0.621428 17.967496 0.105737
0.621506 18.086091 0.105739
0.621581 17.935120 0.105740
0.621753 17.756456 0.105743
0.621789 17.883331 0.105744
0.621803 17.975019 0.105744
0.621879 18.055611 0.105745
0.621976 17.813612 0.105747
0.622172 18.131313 0.105750
0.622228 17.855356 0.105751
0.622286 17.949527 0.105752
0.622360 17.853045 0.105754
0.622531 17.920549 0.105757
0.622570 17.693198 0.105757
0.622644 18.004626 0.105759
0.622699 17.934553 0.105760
0.622704 17.725245 0.105760
0.622711 17.937880 0.105760
0.622746 17.788403 0.105761
0.622752 17.862631 0.105761
0.622761 17.728486 0.105761
0.622917 17.921509 0.105764
0.622963 17.918607 0.105764
0.623007 17.774932 0.105765
0.623036 18.070663 0.105766
0.623104 17.953585 0.105767
0.623380 17.907657 0.105772
0.623558 17.930187 0.105775
0.623609 17.861608 0.105776
0.623788 17.782215 0.105779
0.623849 17.905939 0.105780
0.623903 17.806900 0.105781
0.623911 17.903501 0.105781
0.623948 17.987424 0.105782
0.623962 17.851328 0.105782
0.624078 18.026173 0.105784
0.624118 18.083164 0.105785
0.624177 17.993825 0.105786
0.624228 18.110750 0.105787
0.624261 17.958392 0.105787
0.624333 17.889270 0.105789
0.624359 17.818479 0.105789
0.624403 17.915563 0.105790
0.624414 17.937323 0.105790
0.624457 17.782080 0.105791
0.624478 17.675634 0.105791
0.624663 17.801387 0.105794
0.624775 17.907850 0.105796
0.624789 18.006837 0.105797
0.624844 17.937234 0.105798
0.624944 17.884896 0.105799
0.624951 17.823595 0.105799
0.625125 17.806321 0.105803
0.625173 17.970043 0.105803
0.625517 18.089570 0.105809
0.625657 17.864147 0.105812
0.625804 17.939992 0.105815
0.626020 17.739519 0.105818
0.626097 17.929743 0.105820
0.626315 17.816310 0.105824
0.626450 17.842178 0.105826
0.626505 17.968380 0.105827
0.626515 18.007584 0.105827
0.626576 18.050255 0.105828
0.626583 17.923253 0.105828
0.626657 17.903169 0.105830
0.626703 17.945612 0.105830
0.626765 17.953830 0.105832
0.626800 17.831549 0.105832
0.626857 18.088001 0.105833
0.626881 17.846676 0.105834
0.626912 18.065967 0.105834
0.627004 17.912684 0.105836
0.627194 17.836983 0.105839
0.627268 17.823384 0.105841
0.627433 17.950066 0.105843
0.627486 18.064682 0.105844
0.627630 17.953986 0.105847
0.627672 18.219292 0.105848
0.627823 17.784263 0.105850
0.627853 18.034281 0.105851
0.628028 17.972604 0.105854
0.628041 17.760378 0.105854
0.628093 17.905765 0.105855
0.628112 17.904708 0.105856
0.628131 18.063033 0.105856
0.628168 17.867504 0.105856
0.628195 17.920705 0.105857
0.628237 17.897091 0.105858
0.628316 18.023832 0.105859
0.628508 17.886827 0.105863
0.628627 17.808389 0.105865
0.628736 18.001391 0.105867
0.628788 17.933797 0.105868
0.628795 17.846572 0.105868
0.628980 18.089829 0.105871
0.628993 17.934750 0.105871
0.629051 17.954856 0.105872
0.629132 17.876056 0.105874
0.629188 17.987959 0.105875
0.629220 17.941596 0.105875
0.629294 17.984929 0.105877
0.629380 17.694801 0.105878
0.629484 17.755347 0.105880
0.629572 18.035822 0.105881
0.629743 17.883179 0.105885
0.629745 18.000624 0.105885
0.629750 17.916004 0.105885
0.630034 17.796354 0.105890
0.630069 18.014419 0.105890
0.630148 17.926232 0.105892
0.630323 17.932165 0.105895
0.630339 18.075815 0.105895
0.630367 17.944092 0.105896
0.630516 17.907932 0.105898
0.630567 17.976264 0.105899
0.630589 18.030015 0.105900
0.630912 17.978789 0.105905
0.631098 17.990253 0.105909
0.631106 17.906291 0.105909
0.631241 18.168561 0.105911
0.631249 18.105151 0.105911
0.631479 17.783388 0.105915
0.631481 17.852561 0.105916
0.631575 17.774059 0.105917
0.631612 17.891147 0.105918
0.631620 18.101466 0.105918
0.631823 18.032131 0.105922
0.631905 17.851386 0.105923
0.632224 17.870546 0.105929
0.632238 17.988123 0.105929
0.632264 17.933663 0.105930
0.632372 17.897956 0.105931
0.632479 17.847055 0.105933
0.632494 17.950138 0.105934
0.632554 17.921018 0.105935
0.632687 17.848384 0.105937
0.632968 17.970487 0.105942
